"","country","year","child_mortality","life_expectancy","dalys","GINI_coef","GDP_percap","child_elderly_per100","govspending_percentoftotal","total_healthspending","gov_share_healthspending","privateshare"
"854","Estonia",2000,11,70.8,33933.6569542093,36.4,4070,48.4,11.3,6.04,67.8,32.2
"855","Estonia",2001,10.2,70.6,34219.4705695062,36.1,4500,48,11,5.53,69.1,30.9
"856","Estonia",2002,9.3,71.4,33176.5642084291,35.6,5310,47.7,10.4,5.55,67.3,32.7
"857","Estonia",2003,8.5,71.9,32006.1052545033,35.2,7170,47.4,11,5.63,68.2,31.8
"858","Estonia",2004,7.8,72.4,31201.4343029792,34.7,8850,47.1,11.4,5.81,66.8,33.2
"859","Estonia",2005,7.1,72.8,30413.4223605816,33.8,10300,46.9,11.5,5.01,77,23
"860","Estonia",2006,6.5,73.1,30078.3915070184,32.9,12600,47.1,10.9,4.99,73.7,26.3
"861","Estonia",2007,5.9,73.2,29895.0643072302,32.3,16600,47.2,11.5,5.1,76.5,23.6
"862","Estonia",2008,5.4,74.2,28304.3079383459,32,18100,47.5,11.9,5.94,79,21
"863","Estonia",2009,5,75,27200.000622347,31.8,14700,47.9,11.7,6.74,78.4,21.6
"864","Estonia",2010,4.5,76,25848.7141540997,32.2,14600,48.5,11.7,6.03,78.7,21.3
"865","Ethiopia",1995,174,49.9,95592.8353388993,44,134,98.8,6.33,2.95,40,60
"866","Ethiopia",1996,168,50.5,93714.0112460268,42.5,145,99.2,6.36,2.94,38.1,61.9
"867","Ethiopia",1997,161,51,91843.0831336049,40.2,142,99.3,7.2,3.09,40.9,59.1
"868","Ethiopia",1998,155,51.5,90508.470519872,37.3,125,99.2,7.83,3.62,43.8,56.2
"869","Ethiopia",1999,150,51.1,91744.9526481313,34.3,120,98.8,6.99,3.89,46.6,53.4
"870","Ethiopia",2000,144,51.1,90027.3486368553,32.1,124,98.4,8.51,4.3,53.6,46.4
"871","Ethiopia",2001,137,53.1,82336.7836316069,30.7,121,98.6,9.78,4.73,57.1,42.9
"872","Ethiopia",2002,131,53.9,79064.4103828995,29.9,112,98.5,10.2,4.71,54,46
"873","Ethiopia",2003,124,54.5,76289.8125972463,29.9,119,98.2,10.5,4.91,57.9,42.1
"874","Ethiopia",2004,117,55.3,73149.5461655241,30,136,97.7,9.95,4.33,57.2,42.8
"875","Ethiopia",2005,110,56.1,69691.4635579945,30.2,162,97.1,10.3,4.11,60.9,39.1
"876","Ethiopia",2006,104,57.1,66266.7538016748,30.5,195,96.4,9.97,4.18,55.3,44.7
"877","Ethiopia",2007,97.1,58.2,62547.0976984061,30.9,244,95.6,12.7,4.78,56.7,43.3
"878","Ethiopia",2008,91.2,59.4,59113.7717028155,31.5,326,94.4,11.5,4.31,51.9,48.1
"879","Ethiopia",2009,85.9,60.4,56139.6701858401,32.1,381,93,13.3,4.43,53.5,46.5
"880","Ethiopia",2010,80.9,61.3,53242.7367778449,32.7,342,91.4,13.5,4.9,53.5,46.5
"881","Fiji",1995,24.2,64.6,43016.8298421785,37.9,2540,65.5,9.48,3.08,79.9,20.1
"882","Fiji",1996,23.7,64.5,43732.9851296576,37.9,2710,65.2,9,3.24,81.6,18.4
"883","Fiji",1997,23.3,64.2,45195.5139834589,38,2640,64.6,8.7,3.5,82.7,17.3
"884","Fiji",1998,23,64.2,44856.3200401874,38,2070,63.8,7.32,3.17,82.3,17.7
"885","Fiji",1999,22.6,64.1,45800.3979938799,38,2410,63.1,8.39,3.12,80.4,19.6
"886","Fiji",2000,22.4,64.3,45909.8031129033,38,2080,62.5,11.3,3.85,84.1,15.9
"887","Fiji",2001,22.2,64.5,45140.3315420405,38.1,2040,60.1,8.35,3.26,80.7,19.3
"888","Fiji",2002,22.2,64.7,44732.5942807295,38.2,2260,58.1,9.12,3.46,82.5,17.5
"889","Fiji",2003,22.3,64.7,44493.7927710374,38.3,2840,56.3,8.97,3.33,81.2,18.8
"890","Fiji",2004,22.6,64.8,43845.7907926568,38.6,3330,54.6,10.3,3.58,80.7,19.3
"891","Fiji",2005,23.1,64.9,43665.4641568026,38.9,3660,53,10.7,3.61,81.4,18.6
"892","Fiji",2006,23.5,64.9,43528.9533295947,39.2,3750,52.9,10.2,3.84,78.5,21.5
"893","Fiji",2007,23.8,64.9,43403.3059427858,39.6,4070,52.7,10.1,4.38,74.5,25.4
"894","Fiji",2008,24.1,64.9,43182.50850594,39.8,4170,52.2,10.9,4.23,75.5,24.5
"895","Fiji",2009,24.2,65,42328.6085221465,39.7,3360,51.7,10.3,4.99,69.8,30.2
"896","Fiji",2010,24.1,65.3,41883.768781958,39.4,3650,51.1,9.4,4.86,70.1,29.9
"897","Finland",1995,5.2,76.6,24782.7476123918,23.4,26300,49.8,9.15,7.85,71.7,28.3
"898","Finland",1996,4.9,76.8,24415.8806758007,24,25800,50,9.56,8.03,71.6,28.4
"899","Finland",1997,4.7,77,24298.386897985,24.8,24700,49.9,9.82,7.71,72.1,27.9
"900","Finland",1998,4.6,77.2,24065.8921319722,25.5,26000,49.7,10.1,7.35,72.5,27.5
"901","Finland",1999,4.4,77.4,23866.1570681334,26.4,26200,49.5,10.2,7.37,71.5,28.5
"902","Finland",2000,4.3,77.7,23649.3120450386,26.8,24300,49.4,10.6,7.22,71.3,28.7
"903","Finland",2001,4.2,78.1,23145.7053369997,27.2,24900,49.3,11.1,7.42,72,28
"904","Finland",2002,4.1,78.3,22818.7591563136,27.5,26800,49.4,11.5,7.81,72.5,27.5
"905","Finland",2003,4,78.5,22675.1401580465,27.6,32800,49.7,12.1,8.15,74.6,25.4
"906","Finland",2004,3.9,78.7,22742.9435080074,27.7,37600,49.9,12.3,8.21,75,25
"907","Finland",2005,3.8,78.9,22441.4605457231,27.9,39000,49.9,12.6,8.43,75.4,24.6
"908","Finland",2006,3.6,79.1,22000.5900346005,27.9,41100,50.1,12.7,8.35,74.8,25.2
"909","Finland",2007,3.5,79.3,21969.4379710938,27.8,48300,50.1,12.6,8.04,74.4,25.6
"910","Finland",2008,3.3,79.6,21713.7709985549,27.9,53400,50,12.5,8.31,74.5,25.6
"911","Finland",2009,3.2,79.8,21436.8155058858,27.8,47100,50.2,12.1,9.05,74.7,25.3
"912","Finland",2010,3,80,21166.7361513892,27.5,46200,50.7,12.2,8.95,75,24.9
"913","France",1995,6.5,78.1,22441.9590988365,31.9,26900,52.8,15.2,10.4,79.7,20.3
"914","France",1996,6.1,78.3,22108.7137209729,31.9,26900,53,15.2,10.4,79.6,20.4
"915","France",1997,5.8,78.6,21718.7885096176,31.9,24200,53.3,15.1,10.3,79.6,20.4
"916","France",1998,5.6,78.7,21745.940153796,31.9,25000,53.4,15.3,10.2,79.5,20.5
"917","France",1999,5.5,78.9,21551.2510477287,31.9,24700,53.5,15.3,10.2,79.5,20.6
"918","France",2000,5.4,79.1,21266.5115945182,31.8,22400,53.6,15.5,10.1,79.4,20.6
"919","France",2001,5.2,79.3,21176.7119267064,31.7,22400,53.8,15.7,10.2,79.4,20.6
"920","France",2002,5.1,79.5,20946.2770105646,31.5,24200,53.9,15.9,10.6,79.7,20.3
"921","France",2003,4.9,79.7,20726.0215918298,31,29600,54,16.2,10.9,78.9,21.1
"922","France",2004,4.7,80.1,20107.8903925771,30.6,33700,54,16.3,11,78.8,21.2
"923","France",2005,4.6,80.3,19942.1072203655,30.8,34800,54,16.4,11.2,78.8,21.2
"924","France",2006,4.5,80.6,19708.1747405681,31.1,36400,54.1,16.5,11.1,78.7,21.3
"925","France",2007,4.4,80.8,19451.7817495418,31.5,41500,54.1,16.5,11.1,78.3,21.7
"926","France",2008,4.3,81,19365.045449238,32.3,45300,54.2,16.3,11.2,77.7,22.3
"927","France",2009,4.3,81.2,19324.3352171361,33,41600,54.5,16.3,11.9,77.9,22.1
"928","France",2010,4.2,81.4,19139.5767537141,33.2,40600,55,16.3,11.9,77.8,22.1
"929","Gabon",1995,89,59.7,60064.8137201483,49.2,4570,91,4.69,2.99,37.9,62.1
"930","Gabon",1996,88.4,59.3,60929.3135684919,48.5,5120,90.6,5.77,2.95,40.3,59.7
"931","Gabon",1997,87.7,59.7,60332.2590824609,47.8,4670,90,3.2,2.52,40,60
"932","Gabon",1998,86.9,59.6,60686.0511896904,47.1,3830,89.2,2.93,3.52,40.4,59.6
"933","Gabon",1999,85.9,59.4,61567.5966442168,46.4,3890,88.2,3.92,2.99,35.6,64.4
"934","Gabon",2000,84.6,59.1,62455.9772061211,45.7,4130,87.1,4.81,2.5,42,58
"935","Gabon",2001,83.1,58.9,63419.9749568187,45,3990,86.2,4.05,2.86,42,58
"936","Gabon",2002,81.6,59.2,63315.2369864962,44.3,4120,85.1,4.52,3.2,36.3,63.7
"937","Gabon",2003,79.9,59.3,63530.0453085958,43.6,4920,83.9,6.53,3.34,43.8,56.2
"938","Gabon",2004,78.1,59.3,63499.1746818102,43,5730,82.6,6.6,3,45.7,54.3
"939","Gabon",2005,76.1,60,62204.3625442949,42.4,6890,81.3,4.73,2.6,42.3,57.7
"940","Gabon",2006,74.1,60.5,61124.9964189421,41.9,7210,80.2,5.05,2.79,42.7,57.3
"941","Gabon",2007,71.6,61.2,59422.1119164809,41.5,8450,79.2,5.61,2.88,43.9,56.1
"942","Gabon",2008,68.9,61.5,58118.976794854,41.1,10200,78.2,5.13,2.63,43.7,56.3
"943","Gabon",2009,66.3,62,56453.3326612879,40.8,7690,77.2,6.63,3.59,47.9,52.1
"944","Gabon",2010,63.7,62.9,54641.0779118726,40.5,8840,76.2,6.63,3.5,52.9,47.1
"945","Gambia",1995,140,62.7,60043.351721743,47.2,696,97.3,5.86,6.26,29.1,70.9
"946","Gambia",1996,135,62.9,59637.5656105151,47.7,729,97.4,5.14,5.57,29.7,70.3
"947","Gambia",1997,130,62.8,59762.4339690827,48,669,97,5.72,5.18,29.7,70.3
"948","Gambia",1998,126,63.2,58907.3179455467,48.1,679,96.2,8.85,6.03,34,66
"949","Gambia",1999,122,63.2,58679.1059675757,48.2,638,95.4,8.85,5.76,34.9,65.1
"950","Gambia",2000,117,63.3,58183.5517944024,48.1,594,94.5,8.83,5.79,33.8,66.2
"951","Gambia",2001,113,63.6,57659.9484085676,47.9,505,94.9,7,5.81,37.4,62.6
"952","Gambia",2002,109,63.5,57370.019974466,47.7,412,95,8.66,5.87,37.5,62.5
"953","Gambia",2003,105,64,56941.333352083,47.5,336,95,12.9,5.85,50.3,49.7
"954","Gambia",2004,101,64.3,56410.2953530531,47.1,387,94.9,11.7,6.29,57.8,42.2
"955","Gambia",2005,96.6,64.3,56114.5182978827,46.7,404,94.9,11.3,6.16,55,45
"956","Gambia",2006,92.9,64.5,55292.5619599571,46.3,412,95.4,11.3,5.86,56.8,43.2
"957","Gambia",2007,89.4,64.5,54949.2356304898,45.7,487,95.7,11.3,5.25,48.2,51.8
"958","Gambia",2008,86.2,64.9,54106.0447827821,45.2,572,95.9,11.3,5.25,48,52
"959","Gambia",2009,83.2,65.1,53381.2241025294,44.6,518,95.8,11.3,6.14,53.5,46.5
"960","Gambia",2010,80.3,65.5,52499.1175711585,43.9,531,95.6,11.3,5.69,50.9,49.1
"961","Georgia",1995,43.8,70.4,34785.3272795021,35.7,578,54.8,2.48,5.13,5.21,94.8
"962","Georgia",1996,42.6,71.2,33650.114909458,37.6,689,54.7,4.52,7.49,11.7,88.3
"963","Georgia",1997,41.2,71.3,33113.6756804431,38.9,807,54.4,6.52,7.99,18.7,81.3
"964","Georgia",1998,39.5,71.4,32992.6418103787,39.9,852,53.8,5.89,6.55,18.3,81.7
"965","Georgia",1999,37.6,71.5,32302.9400327617,40.4,674,53.1,5.48,6.29,18.1,81.9
"966","Georgia",2000,35.5,71.7,31908.7643017708,39.7,750,52.5,6.92,6.94,17,83
"967","Georgia",2001,33.3,72,31749.8377600751,38.8,802,52,7.78,7.82,17.8,82.2
"968","Georgia",2002,31.1,71.8,32221.3819931092,38.1,854,51.6,7.77,8.72,16.1,84
"969","Georgia",2003,28.8,71.7,31505.5890932057,37.4,1010,51.1,7.06,8.48,14.8,85.2
"970","Georgia",2004,26.6,71.6,30898.7602192785,36.9,1310,50.3,5.6,8.53,15.3,84.7
"971","Georgia",2005,24.6,72,30068.6761896619,37.1,1640,49.1,6.15,8.6,19.2,80.8
"972","Georgia",2006,22.6,72.5,29396.4565541114,37.4,2000,48.5,5.88,8.39,21.1,78.9
"973","Georgia",2007,20.8,72.7,29153.0475493107,37.7,2640,47.6,4.26,8.17,17.8,82.3
"974","Georgia",2008,19.2,72.3,30649.50368878,38.3,3320,46.6,4.78,8.99,19.8,80.2
"975","Georgia",2009,17.8,72.7,30308.6221986926,38.8,2820,45.8,6.07,10.2,22.3,77.7
"976","Georgia",2010,16.5,72.8,30109.4980190615,38.9,3070,45.4,6.87,10.1,23.6,76.4
"977","Germany",1995,6.5,76.5,24017.4588873868,29.2,31700,46,15,10.1,81.4,18.6
"978","Germany",1996,6.2,76.7,23663.4949904645,29.1,30600,46.1,17.4,10.4,81.9,18.1
"979","Germany",1997,5.9,77,23169.7900395719,29,27000,46.1,17.2,10.3,80.6,19.4
"980","Germany",1998,5.7,77.3,22620.178735315,29,27300,46,17.1,10.3,79.9,20.1
"981","Germany",1999,5.5,77.6,22315.9586591786,29.2,26800,46.1,17.1,10.4,79.8,20.2
"982","Germany",2000,5.4,77.9,22051.384037148,29.5,23700,46.2,18.3,10.4,79.5,20.5
"983","Germany",2001,5.2,78.2,21694.2592874026,29.8,23700,46.8,17.5,10.5,79.3,20.7
"984","Germany",2002,5.1,78.4,21558.8228700397,30.1,25200,47.5,17.7,10.7,79,21
"985","Germany",2003,5,78.6,21464.9442545972,30.5,30400,48.2,17.7,10.9,78.4,21.6
"986","Germany",2004,4.9,78.9,20966.2132282639,30.7,34200,48.9,17.4,10.7,76.7,23.3
"987","Germany",2005,4.7,79.2,20654.9380467425,30.9,34700,49.5,17.7,10.8,76.6,23.4
"988","Germany",2006,4.6,79.4,20383.8857729947,31,36400,50.1,17.9,10.6,76.4,23.6
"989","Germany",2007,4.5,79.6,20257.1998984879,31,41800,50.7,18.4,10.5,76.4,23.6
"990","Germany",2008,4.4,79.8,20102.3885167229,30.9,45700,51.2,18.6,10.7,76.5,23.4
"991","Germany",2009,4.3,79.9,20023.8801639439,30.7,41700,51.6,18.7,11.7,76.9,23.1
"992","Germany",2010,4.2,80.1,19889.6203959124,30.6,41800,51.8,18.7,11.6,77.1,22.9
"993","Ghana",1995,113,59.5,62881.0885778409,39.1,380,84.1,9.91,5.25,57.5,42.5
"994","Ghana",1996,111,59.5,62896.5026649969,39.4,397,83.5,9.91,5.14,57.3,42.7
"995","Ghana",1997,109,59.1,63605.2177630384,39.6,385,82.8,10,5.31,54.6,45.4
"996","Ghana",1998,106,59.4,62962.2735457859,39.9,408,81.9,10.1,5.21,55.6,44.4
"997","Ghana",1999,103,59.3,62832.683710257,40.2,410,80.9,10.1,4.97,50.3,49.7
"998","Ghana",2000,100,59.3,62576.4524263075,40.5,258,80,8.33,4.74,48.7,51.3
"999","Ghana",2001,97,59.2,62537.2180055033,40.8,269,79.4,9.76,5.6,57,43
"1000","Ghana",2002,94,59.3,62139.3676984512,41.2,305,78.9,9.04,4.75,49.7,50.3
"1001","Ghana",2003,91.4,59.5,61581.7182981415,41.6,368,78.5,8.67,4.85,51.3,48.7
"1002","Ghana",2004,89,59.9,60888.0342932943,42,418,77.9,11.6,6.14,61.9,38.1
"1003","Ghana",2005,86.9,60.1,60139.9823299388,42.3,492,77.3,15.3,7.02,66.3,33.6
"1004","Ghana",2006,84.9,60.5,59325.4673304658,42.5,912,76.9,14.9,4.4,56.5,43.5
"1005","Ghana",2007,82.7,60.8,58547.8310981337,42.6,1080,76.3,15.4,6.01,62.4,37.6
"1006","Ghana",2008,80.4,61.3,57501.2219549345,42.7,1210,75.6,12.2,5.59,58,42
"1007","Ghana",2009,77.6,61.7,56532.4162314736,42.6,1070,74.9,12.4,4.96,56.7,43.3
"1008","Ghana",2010,74.7,62.2,55457.5159343744,42.5,1300,74.3,12.1,5.22,59.5,40.5
"1009","Greece",1995,8.5,77.8,22392.3305745117,34.1,13000,47.2,9.77,8.59,52,48
"1010","Greece",1996,8.1,78,22209.3299231795,33.8,13700,47.2,10.3,8.55,53,47
"1011","Greece",1997,7.7,78.1,21891.5811005392,33.6,13400,47.2,9.94,8.44,52.8,47.2
"1012","Greece",1998,7.3,78.3,21788.1940708551,33.5,13500,47.1,9.83,8.37,52.1,47.9
"1013","Greece",1999,6.8,78.4,21737.7823936233,33.3,13200,47.1,10.4,8.62,53.4,46.6
"1014","Greece",2000,6.4,78.6,21402.6163221073,33.1,12000,47.2,10.1,7.88,60,40
"1015","Greece",2001,6,78.9,21146.4175234347,32.9,12500,47.7,11.8,8.8,60.8,39.2
"1016","Greece",2002,5.6,79.1,20979.9479055039,33,14100,48.3,11.7,9.1,58,42
"1017","Greece",2003,5.2,79.3,20934.5761136456,33.3,18500,48.9,11.9,8.93,59.8,40.2
"1018","Greece",2004,4.9,79.5,21017.0717510644,33.7,22000,49.4,11.3,8.68,59.1,40.9
"1019","Greece",2005,4.6,79.6,20875.5595305143,34,22600,49.8,13,9.66,60.1,39.9
"1020","Greece",2006,4.3,79.9,20488.2429101771,34.2,24800,50,13.4,9.74,62,38
"1021","Greece",2007,4.2,80,20696.7499936925,34.2,28800,50.1,12.5,9.83,60.4,39.6
"1022","Greece",2008,4,80.2,20307.9365429841,34.1,32000,50.2,12,10.1,59.9,40.1
"1023","Greece",2009,4,80.3,20202.1051164511,34,29700,50.4,12.1,10.6,61.7,38.3
"1024","Greece",2010,3.9,80.4,20008.8736427693,34.5,26900,50.7,12.1,10.3,59.4,40.6
"1025","Grenada",1995,17.9,71.4,31572.3520618218,40,3410,85.3,11.7,6.91,43.5,56.5
"1026","Grenada",1996,17.2,71.4,30850.8182391702,40,3630,83.2,9.26,6.95,43.4,56.6
"1027","Grenada",1997,16.7,71.3,30283.2088464906,40,3860,81.4,9.24,7.25,43.5,56.5
"1028","Grenada",1998,16.3,71.3,29745.2213941276,40,4370,79.6,9.52,7.34,42.9,57.1
"1029","Grenada",1999,16,71.3,29058.2950653969,40,4710,77.4,11.8,7.78,47.6,52.4
"1030","Grenada",2000,15.7,71.2,28658.288141559,40,5060,74.8,13.2,6.58,52,48
"1031","Grenada",2001,15.6,71.1,28442.1368222626,40,5040,72.2,15.1,7.63,58.9,41.1
"1032","Grenada",2002,15.4,71,28299.3427763126,40,5210,69.1,9.71,6.62,52.8,47.2
"1033","Grenada",2003,15.3,71,28075.3541326456,40,5680,65.9,10.3,6.16,49.1,50.9
"1034","Grenada",2004,15.1,70.6,28682.5268851108,40,5740,63,8.55,5.71,46.9,53.1
"1035","Grenada",2005,15,71.1,27732.0693115664,40,6640,60.5,8.96,6.05,47.8,52.3
"1036","Grenada",2006,14.8,71.2,27674.1924978298,40,6660,58.3,9.9,6.37,49.8,50.2
"1037","Grenada",2007,14.7,71.3,27599.2833210798,40,7210,56.7,10.2,6.06,47.3,52.7
"1038","Grenada",2008,14.6,71.4,27664.2731458862,40,7830,55.5,8.84,5.91,45.1,54.9
"1039","Grenada",2009,14.6,71.4,27768.9792846427,40,7290,54.4,9.45,6.2,49.2,50.8
"1040","Grenada",2010,14.6,71.3,27929.2528409318,40,7260,53.3,8.21,5.86,45,55
"1041","Guatemala",1995,64.5,66.6,46957.3755712278,56.7,1410,92.3,12.6,3.67,36,64
"1042","Guatemala",1996,61.6,67.2,44077.0684614942,56.2,1470,91.8,12.5,3.61,34.1,65.9
"1043","Guatemala",1997,59,67.6,44474.9366042074,55.7,1630,91,12.7,3.77,37.1,62.9
"1044","Guatemala",1998,56.5,67.8,44079.7781523445,55.2,1740,90,15.3,4.12,47.5,52.5
"1045","Guatemala",1999,54.1,68.3,41530.1921085759,54.8,1610,89.1,16.4,4.79,48.9,51.1
"1046","Guatemala",2000,51.9,68.6,41564.2289898014,54.6,1660,88.3,16.6,5.53,39.7,60.3
"1047","Guatemala",2001,49.9,68.9,40428.6636615586,54.4,1570,87.5,15.8,6.38,37.4,62.6
"1048","Guatemala",2002,47.9,69.3,39070.3632590721,54.4,1700,86.7,15.2,6.19,35.4,64.6
"1049","Guatemala",2003,46.1,69.5,38708.6478071354,54.4,1750,86,14.8,6.34,36.9,63.1
"1050","Guatemala",2004,44.4,69.7,38030.733628472,54.5,1870,85.1,15.3,6.36,34.3,65.8
"1051","Guatemala",2005,42.7,69.8,38304.0330493652,54.3,2080,84.1,14.9,6.36,33.8,66.2
"1052","Guatemala",2006,41.1,70.2,37410.202049745,54.1,2260,82.8,15.3,7.35,33.1,66.9
"1053","Guatemala",2007,39.6,70.5,35724.5400209116,53.6,2490,81.5,15.9,7.2,33.4,66.6
"1054","Guatemala",2008,38.1,70.8,34882.5549470942,53,2790,80,16.6,6.94,34.5,65.5
"1055","Guatemala",2009,36.7,71,34933.4024328698,52.2,2640,78.6,17.2,7.06,36.3,63.7
"1056","Guatemala",2010,35.4,71.3,34128.8710792483,51.4,2830,77.2,15.8,6.85,34.9,65.1
"1057","Guinea",1995,202,53.4,83919.761211085,46,508,91.2,6.42,5.54,20.5,79.5
"1058","Guinea",1996,195,53.9,83143.7823517412,45.7,518,91.8,6.42,5.61,18.9,81.1
"1059","Guinea",1997,188,54.1,81672.6524013048,45.3,494,92,6.42,5.56,20.3,79.7
"1060","Guinea",1998,181,54.2,80283.0494341724,44.9,456,91.9,6.42,5.64,16.8,83.2
"1061","Guinea",1999,173,54.3,80044.9250004838,44.5,430,91.6,6.42,5.62,18.4,81.6
"1062","Guinea",2000,166,54.7,80640.6190148366,44.2,363,91,6.42,5.65,18.7,81.3
"1063","Guinea",2001,158,54.8,79451.9408056403,43.8,337,91.1,6.39,5.88,21.5,78.5
"1064","Guinea",2002,151,55.1,77741.8351772472,43.3,344,90.9,6.05,6.04,21.3,78.7
"1065","Guinea",2003,144,55.5,76395.2642958929,42.7,394,90.6,6.81,5.49,24.2,75.8
"1066","Guinea",2004,138,55.8,75503.9165103422,42,411,90.1,5,5.32,16.9,83.1
"1067","Guinea",2005,132,56.2,74536.8696439084,41.2,322,89.5,3.54,4.99,11.3,88.7
"1068","Guinea",2006,127,56.4,73730.8217166075,40.2,453,89.3,4.04,5.3,12.8,87.2
"1069","Guinea",2007,122,56.7,72892.910632709,39.2,660,88.8,2.92,5.38,8.02,92
"1070","Guinea",2008,118,57.2,71427.8378086182,38.2,715,88.2,4.41,5.53,13.9,86.1
"1071","Guinea",2009,113,57.5,70438.5487965097,37.1,674,87.5,1.84,5.32,8.19,91.8
"1072","Guinea",2010,109,58,68951.6300177505,36,672,86.7,1.84,4.93,11.3,88.7
"1073","Guinea-Bissau",1995,199,50.9,92674.8349226555,41.8,233,94,9.18,6.43,24.8,75.3
"1074","Guinea-Bissau",1996,194,51.2,91561.8652786666,40.9,243,93.7,6.15,6.95,30.3,69.7
"1075","Guinea-Bissau",1997,189,50.6,93291.7106707359,40,237,92.9,5.06,6.72,33.5,66.5
"1076","Guinea-Bissau",1998,184,50.7,93511.8896722037,39.1,179,91.7,8.9,7.06,31.3,68.8
"1077","Guinea-Bissau",1999,179,51.2,90939.9301858729,38.3,191,90.4,4.65,5.75,25.3,74.7
"1078","Guinea-Bissau",2000,174,52.3,87254.5400625227,37.4,308,89.1,2.25,6.18,16.2,83.8
"1079","Guinea-Bissau",2001,169,52.6,85954.726047079,37,320,88.3,2.2,5.87,16.1,83.8
"1080","Guinea-Bissau",2002,163,52.9,84910.8363330533,37.2,331,87.3,7.67,6.95,36.1,63.9
"1081","Guinea-Bissau",2003,158,53.1,83818.4462521508,38,371,86.3,6.91,5.75,23.1,76.9
"1082","Guinea-Bissau",2004,151,53.2,82957.6732634154,39.3,404,85.3,3.44,5.55,15.7,84.3
"1083","Guinea-Bissau",2005,145,53.2,82863.4669113334,41.2,436,84.2,4.04,5.61,15.9,84.1
"1084","Guinea-Bissau",2006,139,53.8,80488.0696199402,43.1,430,83.6,4.14,5.72,15.4,84.6
"1085","Guinea-Bissau",2007,132,54.3,78932.8109097065,45,493,82.9,4.14,5.67,16.2,83.8
"1086","Guinea-Bissau",2008,126,54.5,77893.2449757959,46.9,598,82.2,4.14,5.72,15.3,84.7
"1087","Guinea-Bissau",2009,120,55,76002.2632343641,48.4,557,81.4,4.13,8.56,10.6,89.4
"1088","Guinea-Bissau",2010,114,55.6,73997.7507965271,49.5,558,80.6,4.14,8.5,10,90
"1089","Guyana",1995,52.5,65.2,43499.976660122,44.4,817,66,9.63,4.86,79.2,20.8
"1090","Guyana",1996,51.2,65.1,44288.1201869958,44.5,927,64.9,9.33,4.69,79.6,20.4
"1091","Guyana",1997,49.9,65.2,43626.0651111436,44.2,988,64.3,9.56,4.97,80.1,19.9
"1092","Guyana",1998,48.7,65.4,43339.7459572237,44,952,64.5,10,5.02,79.8,20.2
"1093","Guyana",1999,47.6,65.6,42527.8701981614,43.7,927,65.4,10,4.51,79.2,20.8
"1094","Guyana",2000,46.4,65.6,43482.6485727747,43.5,954,66.8,9.98,5.58,82.4,17.6
"1095","Guyana",2001,45.3,65.5,43587.3690405603,43.2,956,66.9,10,5.64,81.3,18.7
"1096","Guyana",2002,44.3,65.3,43736.4943531128,43.2,975,67.7,10.7,5.75,81.9,18.1
"1097","Guyana",2003,43.3,65,43176.6025917878,43.2,997,68.7,9.92,5.56,79.4,20.6
"1098","Guyana",2004,42.4,64.8,42841.1470964153,43.2,1060,69.6,12.5,7.59,73.3,26.7
"1099","Guyana",2005,41.5,64.8,43203.9945134165,43.2,1110,70.1,11.2,9.21,65.4,34.6
"1100","Guyana",2006,40.7,65,42100.6561137039,43.2,1950,68.6,11.3,5.99,65.7,34.3
"1101","Guyana",2007,39.9,65.1,41073.8098681705,43.2,2330,66.8,10,5.28,57,43
"1102","Guyana",2008,39.1,65.2,40528.4187926224,43.2,2570,64.8,18.1,6,90.8,9.2
"1103","Guyana",2009,38.3,65.4,39352.50643894,43.2,2760,63.1,17.3,6.2,86.6,13.4
"1104","Guyana",2010,37.6,65.5,40318.9855647118,43.2,3030,61.7,14.9,5.38,85.4,14.6
"1105","Haiti",1995,124,55.1,75829.289594813,57.4,363,87.2,23.6,6.61,40.9,59.1
"1106","Haiti",1996,120,55.5,74844.0905803434,57.9,369,86.2,20.3,6.45,38.1,61.9
"1107","Haiti",1997,116,55.7,73798.7628975081,58.3,416,84.8,20.2,6.2,39.4,60.6
"1108","Haiti",1998,112,56,72211.6137105196,58.7,456,83.2,16.8,5.99,33.9,66.1
"1109","Haiti",1999,108,56.4,70517.1802618809,59,499,81.5,14.9,5.65,30,70
"1110","Haiti",2000,105,56.8,68625.0401892511,59.1,467,79.9,16,6.06,27.7,72.3
"1111","Haiti",2001,101,57.1,66964.9596767757,58.9,418,78.5,14.7,5.63,26.1,73.8
"1112","Haiti",2002,97.9,57.5,65330.5308527078,58.5,397,77.1,10.8,5.25,22.7,77.3
"1113","Haiti",2003,94.9,57.6,64013.725882561,57.9,333,75.8,8.21,4.7,20.6,79.4
"1114","Haiti",2004,92.2,56.6,64501.2717353556,57.2,391,74.4,8.56,4.63,22.6,77.4
"1115","Haiti",2005,89.8,58,61666.9834229895,56.4,469,73.1,8.19,4.41,21.3,78.7
"1116","Haiti",2006,87.5,58.4,60483.974378971,55.6,509,72,7.32,5.7,23.8,76.2
"1117","Haiti",2007,85.3,58.9,59335.9491953428,54.8,620,70.9,9.22,5.56,23.9,76.1
"1118","Haiti",2008,83.2,59.3,58537.2184105481,54,679,69.9,9.46,5.37,25.3,74.7
"1119","Haiti",2009,81.1,60,56994.6565594771,53.3,672,68.8,5.96,6.1,21.8,78.2
"1120","Haiti",2010,208,32.1,181259.139058841,52.5,666,67.6,4.51,6.91,21.4,78.5
